label,message
0,hi here have birth at on the to at 8lb 7oz mother and baby doing brilliantly
0,except theres a chick with huge boobs
0,haha yup hopefully we will lose a few kg by mon after hip hop can go orchard and weigh again
0,dont think about what u have got think about how to use it that you have got good ni8
0,vikky come around lttimegt
1,congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420ip45we 150pm dont miss out
0,kkits goodwhen are you going
0,near kalainar tv officethenampet
0,aight yo dats straight dogg
1,final chance claim ur 150 worth of discount vouchers today text yes to 85023 now savamob member offers mobile t cs savamob pobox84 m263uz 300 subs 16
0,i guess it is useless calling u 4 something important
0,sorry i din lock my keypad
0,check maili have mailed varma and kept copy to you regarding membershiptake careinsha allah
0,about ltgt bucks the banks fees are fixed better to call the bank and find out
0,slaaaaave where are you must i summon you to me all the time now dont you wish to come to me on your own anymore
1,you have 1 new voicemail please call 08719181513
0,captain vijaykanth is doing comedy in captain tvhe is drunken
0,this pay is ltdecimalgt lakhs
0,ok let u noe when i leave my house
0,you know wot people wear t shirts jumpers hat belt is all we know we r at cribbs
0,i cant pick the phone right now pls send a message
0,hello beautiful r u ok ive kinda ad a row wiv and he walked out the pub i wanted a night wiv u miss u
0,i keep ten rs in my shelf buy two egg
0,haha awesome be there in a minute
0,ywhere u at dogbreath its just sounding like jan c thats al
0,dear relieved of westonzoyland all going to plan this end too
0,ok then i will come to ur home after half an hour
0,aww you must be nearly deadwell jez iscoming over todo some workand that whilltake forever
1,congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call 09061104283 tscs wwwsmsconet 150pm approx 3mins
1,as a registered optin subscriber ur draw 4 100 gift voucher will be entered on receipt of a correct ans to 80062 whats no1 in the bbc charts
0,didnt try g and i decided not to head out
0,im coming back on thursday yay is it gonna be ok to get the money cheers oh yeah and how are you everything alright hows school or do you call it work now
0,he said that he had a right giggle when he saw u again you would possibly be the first person2die from nvq but think how much you could for
0,ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear
0,i will vote for wherever my heart guides me
0,to the wonderful okors have a great month we cherish you guys and wish you well each day mojibiola
0,no but you told me you were going before you got drunk
0,its still not working and this time i also tried adding zeros that was the savings the checking is ltgt
0,call me when u finish then i come n pick u
0,who u talking about
0,hi princess thank you for the pics you are very pretty how are you
1,rgent this is the 2nd attempt to contact uu have won 1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary max7 50
0,ill have a look at the frying pan in case its cheap or a book perhaps no thats silly a frying pan isnt likely to be a book
0,nutter cutter ctter cttergg cttargg ctargg ctagg ie you
0,i think im waiting for the same bus inform me when you get there if you ever get there
0,sorry ill call later
0,i think asking for a gym is the excuse for lazy people i jog
0,thought we could go out for dinner ill treat you seem ok
0,ill hand her my phone to chat wit u
0,ok lor i ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat
0,ive been barred from all b and q stores for lifethis twat in orange dungerees came up to me and asked if i wanted decking so i got the first punch in
0,hello they are going to the village pub at 8 so either come here or there accordingly ok
0,7 lor change 2 suntec wat time u coming
0,this is a long fuckin showr
0,i have 2 docs appointments next week im tired of them shoving stuff up me ugh why couldnt i have had a normal body
0,i enjoy watching and playing football and basketball anything outdoors and you
0,sorry da thangamits my mistake
0,don knowhe is watching film in computer
0,ok then i will come to ur home after half an hour
1,text pass to 69669 to collect your polyphonic ringtones normal gprs charges apply only enjoy your tones
0,yeah thats fine its 6 to get in is that ok
1,hi this is mandy sullivan calling from hotmix fmyou are chosen to receive 500000 in our easter prize drawplease telephone 09041940223 to claim before 290305 or your prize will be transferred to someone else
0,if u dun drive then how i go 2 sch
1,your 2004 account for 07xxxxxxxxx shows 786 unredeemed points to claim call 08719181259 identifier code xxxxx expires 260305
0,they dont put that stuff on the roads to keep it from getting slippery over there
0,why didnt u call on your lunch
0,later i guess i needa do mcat study too
0,he didnt see his shadow we get an early spring yay
0,r going 4 todays meeting
0,im fine hope you are good do take care
0,send me your resume
0,have you finished work yet
0,i have 2 sleeping bags 1 blanket and paper and phone details anything else
0,dear all as we know ltgt th is the ltgt th birthday of our loving gopalettan we are planning to give a small gift on that day those who like to participate in that you are welcome please contact our admin team for more details
0,kaiez enjoy ur tuition gee thk e second option sounds beta ill go yan jiu den msg u
0,hi babe its me thanks for coming even though it didnt go that welli just wanted my bed hope to see you soon love and kisses xxx
0,did u turn on the heater the heater was on and set to ltgt degrees
0,ltgt ish minutes was 5 minutes ago wtf
0,1 tension face 2 smiling face 3 waste face 4 innocent face 5terror face 6cruel face 7romantic face 8lovable face 9decent face ltgt joker face
0,today is song dedicated day which song will u dedicate for me send this to all ur valuable frnds but first rply me
0,miles and smiles r made frm same letters but do u know d difference smile on ur face keeps me happy even though i am miles away from u keep smiling good nyt
1,do you want a new nokia 3510i colour phone deliveredtomorrow with 300 free minutes to any mobile 100 free texts free camcorder reply or call 08000930705
0,im eatin now lor but goin back to work soon e mountain deer show huh i watch b4 liao very nice
0,have you started in skye
0,do you think i can move ltgt in a week
0,science tells that chocolate will melt under the sunlight please dont walk under the sunlight bcozi dont want to loss a sweet friend
0,send this to ur friends and receive something about ur voice how is my speaking expression 1childish 2naughty 3sentiment 4rowdy 5ful of attitude 6romantic 7shy 8attractive 9funny ltgt irritating ltgt lovable reply me
0,im at home please call
0,cool text me when youre ready
0,nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication it is very champlaxigating i think it is atrocious wotz ur opinion junna
0,nottel software name
0,am i the only one who doesnt stalk profiles
0,do not b late love mum
0,ok lor im in town now lei
1,you wont believe it but its true its incredible txts reply g now to learn truly amazing things that will blow your mind from o2fwd only 18ptxt
0,but if shes drinkin im ok
0,sorry man accidentally left my phone on silent last night and didnt check it til i got up
0,sorry sent blank msg again yup but trying 2 do some serious studying now
0,are you planning to come chennai
0,sian aft meeting supervisor got work 2 do liao u working now
1,sms ac blind date 4u rodds1 is 21m from aberdeen united kingdom check him out httpimg sms acwicmb3cktz8r74 no blind dates send hide
0,im freezing and craving ice fml
1,free entry in 2 a weekly comp for a chance to win an ipod txt pod to 80182 to get entry std txt rate tcs apply 08452810073 for details 18
1,freemsgfeelin kinda lnly hope u like 2 keep me company jst got a cam moby wanna c my pictxt or reply date to 82242 msg150p 2rcv hlp 08712317606 stop to 82242
0,helloooo wake up sweet morning welcomes you enjoy this day with full of joy gud mrng
1,we tried to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call 08000930705 or reply for delivery wed
0,we can make a baby in yo tho
0,was really good to see you the other day dudette been missing you
0,ive reached home n i bathe liao u can call me now
0,hello my little party animal i just thought id buzz you as you were with your friends grins reminding you were loved and send a naughty adoring kiss
0,lmao ok i wont be needing u to do my hair anymore
0,moji i love you more than words have a rich day
0,that seems unnecessarily hostile
0,nope juz off from work
1,rtking pro video club need help inforingtonekingcouk or call 08701237397 you must be 16 club credits redeemable at wwwringtonekingcouk enjoy
0,messagesome text missing sendername missing number missing sentdate missing missing u a lot thats y everything is missing sent via fullonsmscom
0,same to u
1,shop till u drop is it you either 10k 5k 500 cash or 100 travel voucher call now 09064011000 ntt po box cr01327bt fixedline cost 150ppm mobile vary
0,gonna let me know cos comes bak from holiday that day is coming dont4get2text me number
0,yup anything lor if u dun wan its ok
0,aight thatll work thanks
0,from 5 to 2 only my work timing
1,you have been selected to stay in 1 of 250 top british hotels for nothing holiday worth 350 to claim call london 02072069400 bx 526 sw73ss
0,why nothing ok anyway give me treat
0,sorry to trouble u again can buy 4d for my dad again 1405 1680 1843 all 2 big 1 small sat n sun thanx
0,only 2 students solved this cat question in xam 532 ltgt 924 ltgt 863 ltgt then 725 tell me the answer if u r brilliant1thingi got d answr
0,wnevr i wana fal in luv vth my books my bed fals in luv vth me yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb
0,the guy did some bitching but i acted like id be interested in buying something else next week and he gave it to us for free
0,how much is torch in 9ja
0,whats a feathery bowa is that something guys have that i dont know about
0,its really getting me down just hanging around
1,you are being ripped off get your mobile content from wwwclubmobycom call 08717509990 polytruepixringtonesgames six downloads for only 3
0,lol they dont know about my awesome phone i could click delete right now if i want
0,i was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here that ltgt dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives every dime so for me to expect anything from you is not practical something like that
0,you are always putting your business out there you put pictures of your ass on facebook you are one of the most open people ive ever met why would i think a picture of your room would hurt you make you feel violated
0,i know where the ltgt is ill be there around 5
0,k so am i how much for an 8th fifty
0,lol no just trying to make your day a little more interesting
0,did you say bold then torch later or one torch and 2bold
0,oh wow thats gay will firmware update help
0,i wnt to buy a bmw car urgentlyits vry urgentbut hv a shortage of ltgt lacsthere is no source to arng dis amt ltgt lacsthats my prob
0,like ltgt same question
0,were somewhere on fredericksburg
0,i dont thnk its a wrong calling between us
0,hi im sorry i missed your call can you pls call back
0,get down in gandhipuram and walk to cross cut road right side ltgt street road and turn at first right
0,ha both of us doing e same thing but i got tv 2 watch u can thk of where 2 go tonight or u already haf smth in mind
0,anything lor u decide
1,hard live 121 chat just 60pmin choose your girl and connect live call 09094646899 now cheap chat uks biggest live service vu bcm1896wc1n3xx
0,k tell me anything about you
0,ey calm downon theacusations itxt u cos iwana know wotu r doin at thewend haventcn u in agesring me if ur up4 nething satlove j xxx
0,i went to project centre
1,sms services for your inclusive text credits pls goto wwwcomuknet login 3qxj9 unsubscribe with stop no extra charge help 08702840625comuk 220cm2 9ae
0,good morning plz call me sir
0,honey boo im missing u
0,you know there is i shall speak to you in ltgt minutes then
0,then we gotta do it after that
0,chinatown got porridge claypot rice yam cake fishhead beehoon either we eat cheap den go cafe n tok or go nydc or somethin
0,its ok i wun b angry msg u aft i come home tonight
0,how about clothes jewelry and trips
0,the 2 oz guy is being kinda flaky but one friend is interested in picking up ltgt worth tonight if possible
0,you are right meanwhile hows project twins comin up
0,dear are you angry i was busy dear
0,got smaller capacity one quite ex
1,i am hot n horny and willing i live local to you text a reply to hear strt back from me 150p per msg netcollex ltdhelpdesk 02085076972 reply stop to end
0,first answer my question
0,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da
1,important information 4 orange user today is your lucky day2find out why log onto httpwwwurawinnercom theres a fantastic surprise awaiting you
0,howz painit will come down todaydo as i said ystrdayice and medicine
0,no need lar i go engin cos my sis at arts today
1,well done your 4 costa del sol holiday or 5000 await collection call 09050090044 now toclaim sae tcs pobox334 stockport sk38xh cost150pm max10mins
0,not for possession especially not first offense
0,when did i use soc i use it only at home dunno how 2 type it in word ar
0,wa u so efficient gee thanx
1,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to 84025 now 4 chance 2 win 100 cash wkent150p16
0,does daddy have a bb now
0,aiya we discuss later lar pick up at 4 is it
0,oh kafter that placement there ah
0,if i not meeting all rite then ill go home lor if dun feel like comin its ok
0,he remains a bro amongst bros
0,hope things went well at doctors reminds me i still need 2godid u c d little thing i left in the lounge
0,hey sexy buns have i told you i adore you loverboy i hope you remember to thank your sister in law for those meatballs grins i love you babe
0,that day you asked about anand number why
0,convey my regards to him
1,money you r a lucky winner 2 claim your prize text money 2 88600 over 1million to give away ppt150x3normal text rate box403 w1t1jy
1,pls stop bootydelious 32f is inviting you to be her friend reply yes434 or no434 see her wwwsmsacubootydelious stop send stop frnd to 62468
0,sorry ill call later
1,you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to 86021 now hgsuite3422lands roww1jhl 16
0,if you hear a loud scream in about ltgt minutes its cause my gyno will be shoving things up me that dont belong
0,garbage bags eggs jam bread hannaford wheat chex
0,ok i msg u b4 i leave my house
0,i think its all still in my car
0,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
0,yesbut they said its it
0,what about this one then
0,anything is valuable in only 2 situations first before getting it second after loosing it
0,did u fix the teethif not do it asapok take care
0,ive not sent it he can send me
0,true its easier with her here
0,aiyar u so poor thing i give u my support k jia you ill think of u
0,pass dis to all ur contacts n see wat u get redim in luv wid u blueu put a smile on my face purpleu r realy hot pinku r so swt orangei thnk i lyk u greeni realy wana go out wid u yelowi wnt u bck blackim jealous of u browni miss you nw plz giv me one color
0,dunno he jus say go lido same time 930
0,babe i need your advice
0,nothing splwat abt u and whr ru
0,hi hope u get this txtjourney hasnt been gdnow about 50 mins late i think
0,can you please send me my auntys number
0,you can jot down things you want to remember later
0,mon okie lor haha best is cheap n gd food la ex oso okie depends on whether wana eat western or chinese food den which u prefer
0,not that i know of most people up here are still out of town
0,was doing my test earlier i appreciate you will call you tomorrow
0,sbut he had some luck2 catches put down
0,dude got a haircut now its breezy up there
0,whore you are unbelievable
0,my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge
0,im gonna miss u so much
0,im on da bus going home
0,huh 6 also cannot then only how many mistakes
0,i probably wont eat at all today i think im gonna pop how was your weekend did u miss me
0,ok i only ask abt e movie u wan ktv oso
0,sorry got a late start were on the way
0,same im at my great aunts anniversary party in tarpon springs
0,im going for bath will msg you next ltgt min
0,unlimited texts limited minutes
0,great im in church now will holla when i get out
0,just finished missing you plenty
0,u dun say so early hor u c already then say
0,shuhui has bought rons present its a swatch watch
0,sorry im stil fucked after last nite went tobed at 430 got up 4 work at 630
1,text meet someone sexy today u can find a date or even flirt its up to u join 4 just 10p reply with name age eg sam 25 18 msg recdthirtyeight pence
0,also hi wesley howve you been
0,ok pa nothing problem
1,someone u know has asked our dating service 2 contact you cant guess who call 09058095107 now all will be revealed pobox 7 s3xy 150p
0,armand says get your ass over to epsilon
0,go where n buy juz buy when we get there lar
0,love you aathilove u lot
0,is it ok if i stay the night here xavier has a sleeping bag and im getting tired
1,your free ringtone is waiting to be collected simply text the password mix to 85069 to verify get usher and britney fml po box 5249 mk17 92h 450ppw 16
0,pls confirm the time to collect the cheque
0,sorry vikky im watching olave mandara movie kano in trishul theatre wit my frnds
0,hey gorgeous man my work mobile number is have a good one babe squishy mwahs
1,free entry in 2 a weekly comp for a chance to win an ipod txt pod to 80182 to get entry std txt rate tcs apply 08452810073 for details 18
0,thanks and or bomb and date as my phone wanted to say
0,thanks again for your reply today when is ur visa coming in and r u still buying the gucci and bags my sister things are not easy uncle john also has his own bills so i really need to think about how to make my own money later sha
0,i met you as a stranger and choose you as my friend as long as the world stands our friendship never ends lets be friends forever gud nitz
0,if we hit it off you can move in with me
0,jesus christ bitch im trying to give you drugs answer your fucking phone
0,nokia phone is lovly
0,i dnt wnt to tlk wid u
0,yes how is a pretty lady like you single
1,enjoy the jamster videosound gold club with your credits for 2 new videosounds2 logosmusicnews get more fun from jamstercouk 16only help call 09701213186
0,the fact that youre cleaning shows you know why im upset your priority is constantly what i want to do not what i need to do
0,u calling me right call my hand phone
1,show ur colours euro 2004 241 offer get an england flag 3lions tone on ur phone click on the following service message for info
0,sent me ur email id soon
0,why you keeping me away like this
0,im in office now dawhere are you
0,then u better go sleep dun disturb u liao u wake up then msg me lor
0,thanks honey but still havent heard anything i will leave it a bit longer so not 2 crowd him and will try later great advice thanks hope cardiff is still there
0,yes nigh you cant aha
0,i am in bus on the way to calicut
0,good afternoon my boytoy how goes that walking here and there day did you get that police abstract are you still out and about i wake and miss you babe
0,nothing lor a bit bored too then y dun u go home early 2 sleep today
0,sir hope your day is going smoothly i really hoped i wont have to bother you about this i have some bills that i cant settle this month i am out of all extra cash i know this is a challenging time for you also but i have to let you know
0,lol where do u come up with these ideas
0,just come home i dont want u to be miserable
1,25p 4 alfie moons children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity
0,saw guys and dolls last night with patrick swayze it was great
1,sms ac sun0819 posts helloyou seem cool wanted to say hi hi stop send stop to 62468
0,i always chat with you in fact i need money can you raise me
0,going for dinnermsg you after
0,dont give a monkeys wot they think and i certainly dont mind any friend of mineall that just dont sleep wiv that wud be annoyin
1,500 free text msgs just text ok to 80488 and well credit your account
1,urgent we are trying to contact u todays draw shows that you have won a 2000 prize guaranteed call 09058094507 from land line claim 3030 valid 12hrs only
0,wait ltgt min
0,dun b sad its over dun thk abt it already concentrate on ur other papers k
0,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da
0,hi hope ur day good back from walk table booked for half eight let me know when ur coming over
0,yeah i can still give you a ride
0,may b approve panalambut it should have more posts
0,we are okay going to sleep now later
0,was the farm open
1,england v macedonia dont miss the goalsteam news txt ur national team to 87077 eg england to 87077 trywales scotland 4txt120 poboxox36504w45wq 16
0,i told your number to gautham
0,im watching lotr w my sis dis aft so u wan 2 meet me 4 dinner at nite a not
0,dont worry is easy once have ingredients
0,how i noe did specify da domain as nusstu still in sch
0,hey ive booked the 2 lessons on sun liao
0,aww thats the first time u said u missed me without asking if i missed u first you do love me
0,have a lovely night and when you wake up to see this message i hope you smile knowing all is as should be have a great morning
1,you have won as a valued vodafone customer our computer has picked you to win a 150 prize to collect is easy just call 09061743386
1,ur cashbalance is currently 500 pounds to maximize ur cashin now send go to 86688 only 150pmsg cc 08718720201 po box 11414 tcrw1
1,as one of our registered subscribers u can enter the draw 4 a 100 gb gift voucher by replying with enter to unsubscribe text stop
1,xxxmobilemovieclub to use your credit click the wap link in the next txt message or click here httpwap xxxmobilemovieclubcomnqjkgighjjgcbl
1,congrats 2 mobile 3g videophones r yours call 09061744553 now videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm
0,sorry de i went to shop
0,good morning plz call me sir
0,dont worry i guess hes busy
0,ay wana meet on sat wkg on sat
0,hi do u want to join me with sts later meeting them at five call u after class
0,honeybee said im d sweetest in d world god laughed amp said waitu havnt met d person reading this msg moral even god can crack jokes gmgngegn
0,short but cute be a good person but dont try to prove gud mrng
0,mmmmm i loved waking to your words this morning i miss you too my love i hope your day goes well and you are happy i wait for us to be together again
0,its ok chikku and its my 1 of favourite song
0,i told her i had a dr appt next week she thinks im gonna die i told her its just a check nothing to be worried about but she didnt listen
0,customer place i wil cal u sir
0,good afternon my love how are today i hope your good and maybe have some interviews i wake and miss you babe a passionate kiss from across the sea
0,did you show him and wot did he say or could u not c him 4 dust
0,its 6 to get in is that ok
0,tomorrow i am not going to theatre so i can come wherever u call me tell me where and when to come tomorrow
0,sent me de webadres for geting salary slip
0,just hopeing that wasnt too pissed up to remember and has gone off to his sisters or something
0,partys at my place at usf no charge but if you can contribute in any way it is greatly appreciated and yeah we got room for one more
0,will be september by then
0,babe how goes that day what are you up to i miss you already my love loving kiss i hope everything goes well
0,boy you best get yo ass out here quick
1,am new 2 club dont fink we met yet will b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x calls1minmobsmore lkpobox177hp51fl
0,so no messages had food
0,alrite hunnywot u up 2 2nite didnt end up goin down town jus da pub instead jus chillin at da mo in me bedroomlove jen xxx
1,mila age23 blonde new in uk i look sex with uk guys if u like fun with me text mtalk to 6986618 30pptxt 1st 5free 150 increments help08718728876
0,every king was once a crying baby and every great building was once a map not imprtant where u r today but where u wil reach tomorw gud ni8
0,hey sathya till now we dint meet not even a single time then how can i saw the situation sathya
0,lol u still feeling sick
0,bishan lar nearer no need buy so early cos if buy now i gotta park my car
0,i place all ur points on e cultures module already
1,win urgent your mobile number has been awarded with a 2000 prize guaranteed call 09061790121 from land line claim 3030 valid 12hrs only 150ppm
0,now am free call me pa
1,urgent your mobile number won a 2000 bonus caller prize on 100603 this is the 2nd attempt to reach you call 09066368753 asap box 97n7qp 150ppm
0,getting tickets 4 walsall tue 6 th march my mate is getting me them on sat ill pay my treat want 2 go txt bak terry
0,thanks for looking out for me i really appreciate
0,see the forwarding message for proof
0,you bad girl i can still remember them
0,ok
0,for real tho this sucks i cant even cook my whole electricity is out and im hungry
0,oh icic k lor den meet other day
1,this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop msgs150p 18 only
0,eatin my lunch
0,no da vijay going to talk in jaya tv
0,think i might have to give it a miss am teaching til twelve then have lecture at two damn this working thing
0,life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself
0,i didnt get ur full msgsometext is missing send it again
0,yeah theres quite a bit left ill swing by tomorrow when i get up
0,hello ucall wen u finish wrki fancy meetin up wiv u all tonite as i need a break from dabooks did 4 hrs last nite2 today of wrk
1,congrats nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16 close 300603 post bcm4284 ldn wc1n3xx
0,cool text me when youre parked
0,are you angry with me what happen dear
0,okie wan meet at bishan cos me at bishan now im not driving today
0,yessura in sun tvlol
0,tessypls do me a favor pls convey my birthday wishes to nimyapls dnt forget it today is her birthday shijas
0,ya ok vikky vl c witin ltgt mins and il reply u
0,isnt frnd a necesity in life imagine urself witout a frnd hwd u feel at ur colleg watll u do wth ur cell wat abt functions thnk abt events espell cared missed amp irritated u 4wrd it to all those dearloving frnds wthout whom u cant live i jst did it takecare goodmorning
1,ur cashbalance is currently 500 pounds to maximize ur cashin now send go to 86688 only 150pmeg cc 08718720201 hgsuite3422lands roww1j6hl
0,watching tv lor nice one then i like lor
0,ok lor wat time finish
0,as i entered my cabin my pa said happy bday boss i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there
0,our ride equally uneventful not too many of those pesky cyclists around at that time of night
1,no 1 polyphonic tone 4 ur mob every week just txt pt2 to 87575 1st tone free so get txtin now and tell ur friends 150ptone 16 reply hl 4info
0,hey anyway i have to
0,hi wk been ok on hols now yes on for a bit of a run forgot that i have hairdressers appointment at four so need to get home n shower beforehand does that cause prob for u
1,dear matthew please call 09063440451 from a landline your complimentary 4lux tenerife holiday or 1000 cash await collection ppm150 sae tcs box334 sk38xh
1,free top ringtone sub to weekly ringtoneget 1st week freesend subpoly to 816183 per weekstop sms08718727870
0,we r outside already
0,watching cartoon listening music amp at eve had to go temple amp church what about u
0,aiyo please got time meh
0,the ltgt g that i saw a few days ago the guy wants sell wifi only for ltgt and with 3g for ltgt thats why i blanked him
1,free tones hope you enjoyed your new content text stop to 61610 to unsubscribe help08712400602450p provided by tones2youcouk
0,anything
0,can i meet at 5 as 4 where depends on where wan 2 in lor
0,finally the match heading towards draw as your prediction
0,booked ticket for pongal
0,im on my way home went to change batt 4 my watch then go shop a bit lor
0,ok da i already planned i wil pick you
0,hey kate hope ur ok will give u a buz wedlunch go outsomewhere 4 adrink in towncud go 2watershd 4 a bit ppl fromwrk will bthere love petexxx
0,ok but bag again
0,kkim also finewhen will you complete the course
0,rajipls do me a favour pls convey my birthday wishes to nimya pls today is her birthday
1,free top ringtone sub to weekly ringtoneget 1st week freesend subpoly to 816183 per weekstop sms08718727870
0,babe i fucking love you too you know fuck it was so good to hear your voice i so need that i crave it i cant get enough i adore you ahmad kisses
0,watching tv now i got new job
0,aathiwhere are you dear
0,umma did she say anything
0,hello my love what are you doing did you get to that interview today are you you happy are you being a good boy do you think of meare you missing me
0,no she didnt i will search online and let you know
0,make that 3 4 fucks sake x
0,yeah if we do have to get a random dude we need to change our info sheets to party ltgt 7 never study just to be safe
0,yup ok
0,1appledayno doctor 1tulsi leafdayno cancer 1lemondayno fat 1cup milkdayno bone problms 3 litres watrdayno diseases snd ths 2 whom u care
0,no worries hope photo shoot went well have a spiffing fun at workage
1,free entry to the gr8prizes wkly comp 4 a chance to win the latest nokia 8800 psp or 250 cash every wktxt great to 80878 httpwwwgr8prizescom 08715705022
0,yes princess i want to please you every night your wish is my command
0,i will cme i want to go to hos 2morow after that i wil cme this what i got from her dear what to do she didnt say any time
0,hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored and james has been farting at me all night
0,hey elaine is todays meeting still on
0,by the way ive put a skip right outside the front of the house so you can see which house it is just pull up before it
0,sorry left phone upstairs ok might be hectic but would be all my birds with one fell swoop its a date
0,will b going to esplanade fr home
0,well if im that desperate ill just call armand again
0,must come later i normally bathe him in da afternoon mah
0,can dunno wat to get 4 her
0,hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing
1,splashmobile choose from 1000s of gr8 tones each wk this is a subscrition service with weekly tones costing 300p u have one credit kick back and enjoy
0,me im not workin once i get job
0,does she usually take fifteen fucking minutes to respond to a yes or no question
0,if you arent here in the next ltgt hours imma flip my shit
1,lookatme thanks for your purchase of a video clip from lookatme youve been charged 35p think you can do better why not send a video in a mmsto 32323
1,how about getting in touch with folks waiting for company just txt back your name and age to opt in enjoy the community 150psms
0,good morning im suffering from fever and dysentry will not be able to come to office today
0,dunno da next show aft 6 is 850 toa payoh got 650
0,sorry ill call later
0,it has issues right now ill fix for her by tomorrow
0,goodnight sleep well da please take care pa please
0,are u coming to the funeral home
0,just got to ltgt
0,are you at work right now
0,nofew hours beforewent to hair cut
0,is ur lecture over
0,they will pick up and drop in carso no problem
0,see i knew giving you a break a few times woul lead to you always wanting to miss curfew i was gonna gibe you til one but a midnight movie is not gonna get out til after 2 you need to come home you need to getsleep and if anything you need to b studdying ear training
0,kall the bestcongrats
0,lil fever now fine
0,lol thats different i dont go trying to find every real life photo you ever took
1,will u meet ur dream partner soon is ur career off 2 a flyng start 2 find out free txt horo followed by ur star sign e g horo aries
0,wat u doing there
0,too late i said i have the website i didnt i have or dont have the slippers
0,yes see ya not on the dot
0,if he started searching he will get job in few dayshe have great potential and talent
0,lemme know when youre here
0,hi im having the most relaxing time ever we have to get up at 7am every day was the party good the other night i get home tomorrow at 5ish
0,if anyone calls for a treadmill say youll buy it make sure its working i found an ad on craigslist selling for ltgt
0,under the sea there lays a rock in the rock there is an envelope in the envelope there is a paper on the paper there are 3 words
0,seriously tell her those exact words right now
0,i dont know oh hopefully this month
0,what happen to her tell the truth
0,so the sun is anti sleep medicine
0,me also da i feel yesterday night wait til 2day night dear
0,lol i knew that i saw him in the dollar store
0,change again its e one next to escalator
0,ooh 4got im gonna start belly dancing in moseley weds 630 if u want 2 join me they have a cafe too
0,thinkin about someone is all good no drugs for that
1,your next amazing xxx picsfree1 video will be sent to you enjoy if one vid is not enough for 2day text back the keyword picsfree1 to get the next video
0,thinking of u x
0,y wan to go there c doctor
0,oh did you charge camera
0,lol now im after that hot air balloon
0,thanks love but am i doing torch or bold
0,should i have picked up a receipt or something earlier
0,no i didnt mean to post it i wrote it and like so many other times ive ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasnt there i checked on my phone when i got to my car it wasnt there you said you didnt sleep you were bored so why wouldnt that be the time to clean fold laundry etc at least make the bed
0,you didnt have to tell me thatnow im thinking plus hes going to stop all your runs
1,private your 2003 account statement for 07815296484 shows 800 unredeemed sim points call 08718738001 identifier code 41782 expires 181104
0,yes that will be fine love you be safe
0,free any day but i finish at 6 on mon n thurs
0,goodmorningmy grandfather expiredso am on leave today
0,hi its in durban are you still on this number
0,you getting back any time soon
1,free2day sexy st georges day pic of jordantxt pic to 89080 dont miss out then every wk a saucy celeb4 more pics c pocketbabecouk 0870241182716 3wk
0,oops ill let you know when my roommates done
0,probably not still going over some stuff here
0,im okay chasing the dream whats good what are you doing next
0,miserable they dont tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months i didnt sleep at all last night
0,would me smoking you out help us work through this difficult time
0,check wid corect speling ie sarcasm
0,welp apparently he retired
1,thanks for your ringtone order ref number k718 your mobile will be charged 450 should your tone not arrive please call customer services on 09065069120
0,hmmm i thought we said 2 hours slave not 3 you are late how should i punish you
1,you are a winner you have been specially selected to receive 1000 cash or a 2000 award speak to a live operator to claim call 087123002209am7pm cost 10p
0,after completed degree there is no use in joining finance
0,yeah hopefully if tyler cant do it i could maybe ask around a bit
0,he needs to stop going to bed and make with the fucking dealing
0,jay says hell put in ltgt
